Google service,Service description,Service ID,SKU ID,SKU description,Product taxonomy,Unit description,Per unit quantity,Tiered usage start,List price ($),
GCP,Compute Engine,6F81-5844-456A,1599-A2EA-2B54,On-demand fee for total VM network bandwidth up to 100 Gbps in Johannesburg,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.17445,
GCP,Compute Engine,6F81-5844-456A,0F56-9CF7-3DB3,On-demand fee for total VM network bandwidth up to 100 Gbps in Taiwan,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.03968,
GCP,Compute Engine,6F81-5844-456A,0749-2E54-AE81,On-demand fee for total VM network bandwidth up to 100 Gbps in Hong Kong,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.25607,
GCP,Compute Engine,6F81-5844-456A,0881-5CBC-2768,On-demand fee for total VM network bandwidth up to 100 Gbps in Tokyo,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.15308,
GCP,Compute Engine,6F81-5844-456A,0989-733D-FE9C,On-demand fee for total VM network bandwidth up to 100 Gbps in Osaka,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.15308,
GCP,Compute Engine,6F81-5844-456A,0D13-D3CF-7E11,On-demand fee for total VM network bandwidth up to 100 Gbps in Seoul,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.15308,
GCP,Compute Engine,6F81-5844-456A,0D93-BE26-7BF1,On-demand fee for total VM network bandwidth up to 100 Gbps in Mumbai,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.07847,
GCP,Compute Engine,6F81-5844-456A,82BC-FAA5-DEE0,On-demand fee for total VM network bandwidth up to 100 Gbps in Delhi,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.07847,
GCP,Compute Engine,6F81-5844-456A,0DD5-ABF0-A3D0,On-demand fee for total VM network bandwidth up to 100 Gbps in Singapore,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.10774,
GCP,Compute Engine,6F81-5844-456A,0701-5E7C-96DC,On-demand fee for total VM network bandwidth up to 100 Gbps in Jakarta,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.20741,
GCP,Compute Engine,6F81-5844-456A,0FEE-F4C7-B278,On-demand fee for total VM network bandwidth up to 100 Gbps in Sydney,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.27457,
GCP,Compute Engine,6F81-5844-456A,F325-C5CF-6E90,On-demand fee for total VM network bandwidth up to 100 Gbps in Melbourne,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.27457,
GCP,Compute Engine,6F81-5844-456A,B57F-418A-733B,On-demand fee for total VM network bandwidth up to 100 Gbps in Warsaw,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.15685,
GCP,Compute Engine,6F81-5844-456A,0FF3-EE57-4402,On-demand fee for total VM network bandwidth up to 100 Gbps in Finland,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.988678,
GCP,Compute Engine,6F81-5844-456A,D2D2-5ACA-D38E,On-demand fee for total VM network bandwidth up to 100 Gbps in Madrid,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.05952,
GCP,Compute Engine,6F81-5844-456A,11CB-0AB0-EDA2,On-demand fee for total VM network bandwidth up to 100 Gbps in Belgium,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.988678,
GCP,Compute Engine,6F81-5844-456A,550B-4904-C10F,On-demand fee for total VM network bandwidth up to 100 Gbps in Berlin,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.38277,
GCP,Compute Engine,6F81-5844-456A,DE62-B440-47BD,On-demand fee for total VM network bandwidth up to 100 Gbps in Turin,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.15829,
GCP,Compute Engine,6F81-5844-456A,12FF-8EC8-6959,On-demand fee for total VM network bandwidth up to 100 Gbps in London,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.15685,
GCP,Compute Engine,6F81-5844-456A,1406-8906-2A47,On-demand fee for total VM network bandwidth up to 100 Gbps in Frankfurt,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.15685,
GCP,Compute Engine,6F81-5844-456A,1297-1FB8-DFAF,On-demand fee for total VM network bandwidth up to 100 Gbps in Netherlands,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.988678,
GCP,Compute Engine,6F81-5844-456A,15D6-AE4D-A43F,On-demand fee for total VM network bandwidth up to 100 Gbps in Zurich,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.25607,
GCP,Compute Engine,6F81-5844-456A,C187-2A42-7E96,On-demand fee for total VM network bandwidth up to 100 Gbps in Milan,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.04156,
GCP,Compute Engine,6F81-5844-456A,BA56-C352-2429,On-demand fee for total VM network bandwidth up to 100 Gbps in Paris,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.04156,
GCP,Compute Engine,6F81-5844-456A,E6A9-5F3A-834D,On-demand fee for total VM network bandwidth up to 100 Gbps in Doha,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.09095,
GCP,Compute Engine,6F81-5844-456A,7CCB-2DC2-2E93,On-demand fee for total VM network bandwidth up to 100 Gbps in Dammam,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.43664,
GCP,Compute Engine,6F81-5844-456A,EFC5-5901-1B4D,On-demand fee for total VM network bandwidth up to 100 Gbps in Israel,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.988678,
GCP,Compute Engine,6F81-5844-456A,0679-BAD1-BA3A,On-demand fee for total VM network bandwidth up to 100 Gbps in Montreal,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.988678,
GCP,Compute Engine,6F81-5844-456A,8797-B511-7512,On-demand fee for total VM network bandwidth up to 100 Gbps in Toronto,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.988678,
GCP,Compute Engine,6F81-5844-456A,0698-341D-E3A7,On-demand fee for total VM network bandwidth up to 100 Gbps in Sao Paulo,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.42578,
GCP,Compute Engine,6F81-5844-456A,EB18-FCCD-0961,On-demand fee for total VM network bandwidth up to 100 Gbps in Santiago,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.284,
GCP,Compute Engine,6F81-5844-456A,0141-0887-121B,On-demand fee for total VM network bandwidth up to 100 Gbps in Iowa,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.8979,
GCP,Compute Engine,6F81-5844-456A,01D5-1AF1-FD83,On-demand fee for total VM network bandwidth up to 100 Gbps in South Carolina,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.8979,
GCP,Compute Engine,6F81-5844-456A,0388-AFDD-BC41,On-demand fee for total VM network bandwidth up to 100 Gbps in North Virginia,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.0113,
GCP,Compute Engine,6F81-5844-456A,7542-50A5-2AD9,On-demand fee for total VM network bandwidth up to 100 Gbps in Columbus,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.8979,
GCP,Compute Engine,6F81-5844-456A,7543-5E25-4618,On-demand fee for total VM network bandwidth up to 100 Gbps in Alabama,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.8979,
GCP,Compute Engine,6F81-5844-456A,CC5F-F394-2BD9,On-demand fee for total VM network bandwidth up to 100 Gbps in Dallas,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.05952,
GCP,Compute Engine,6F81-5844-456A,0276-F5FF-20B7,On-demand fee for total VM network bandwidth up to 100 Gbps in Oregon,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.8979,
GCP,Compute Engine,6F81-5844-456A,049D-BD79-CA11,On-demand fee for total VM network bandwidth up to 100 Gbps in LA,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.07937,
GCP,Compute Engine,6F81-5844-456A,04DA-5FD5-1AD0,On-demand fee for total VM network bandwidth up to 100 Gbps in Salt Lake City,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.07937,
GCP,Compute Engine,6F81-5844-456A,048E-C391-D5B4,On-demand fee for total VM network bandwidth up to 100 Gbps in Las Vegas,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,1.0113,
GCP,Compute Engine,6F81-5844-456A,175F-6334-90AF,Preemptible fee for total VM network bandwidth up to 100 Gbps in Johannesburg,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.281874,
GCP,Compute Engine,6F81-5844-456A,47B7-0F10-1071,Preemptible fee for total VM network bandwidth up to 100 Gbps in Taiwan,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.249527,
GCP,Compute Engine,6F81-5844-456A,44AA-0F7F-BDAB,Preemptible fee for total VM network bandwidth up to 100 Gbps in Hong Kong,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.301463,
GCP,Compute Engine,6F81-5844-456A,4519-84A5-B179,Preemptible fee for total VM network bandwidth up to 100 Gbps in Tokyo,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.276745,
GCP,Compute Engine,6F81-5844-456A,45A0-2EDC-4E4C,Preemptible fee for total VM network bandwidth up to 100 Gbps in Osaka,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.276745,
GCP,Compute Engine,6F81-5844-456A,46A7-089A-8F29,Preemptible fee for total VM network bandwidth up to 100 Gbps in Seoul,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.276745,
GCP,Compute Engine,6F81-5844-456A,477D-5CBD-A8D9,Preemptible fee for total VM network bandwidth up to 100 Gbps in Mumbai,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.258837,
GCP,Compute Engine,6F81-5844-456A,8A14-5B4E-BF2F,Preemptible fee for total VM network bandwidth up to 100 Gbps in Delhi,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.258837,
GCP,Compute Engine,6F81-5844-456A,47B5-F83C-D1F4,Preemptible fee for total VM network bandwidth up to 100 Gbps in Singapore,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.265862,
GCP,Compute Engine,6F81-5844-456A,43FF-007F-28B8,Preemptible fee for total VM network bandwidth up to 100 Gbps in Jakarta,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.289783,
GCP,Compute Engine,6F81-5844-456A,4841-2ADA-403F,Preemptible fee for total VM network bandwidth up to 100 Gbps in Sydney,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.305902,
GCP,Compute Engine,6F81-5844-456A,994B-5F18-15C8,Preemptible fee for total VM network bandwidth up to 100 Gbps in Melbourne,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.305902,
GCP,Compute Engine,6F81-5844-456A,E3D8-6B7E-B59C,Preemptible fee for total VM network bandwidth up to 100 Gbps in Warsaw,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.27765,
GCP,Compute Engine,6F81-5844-456A,48C5-A003-7E9A,Preemptible fee for total VM network bandwidth up to 100 Gbps in Finland,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.237287,
GCP,Compute Engine,6F81-5844-456A,87CB-018A-579D,Preemptible fee for total VM network bandwidth up to 100 Gbps in Madrid,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.25429,
GCP,Compute Engine,6F81-5844-456A,4B49-BA48-47D7,Preemptible fee for total VM network bandwidth up to 100 Gbps in Belgium,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.237287,
GCP,Compute Engine,6F81-5844-456A,4821-C9CF-FB5F,Preemptible fee for total VM network bandwidth up to 100 Gbps in Berlin,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.33187,
GCP,Compute Engine,6F81-5844-456A,8BE4-2A96-93CA,Preemptible fee for total VM network bandwidth up to 100 Gbps in Turin,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.277995,
GCP,Compute Engine,6F81-5844-456A,4CEB-FB55-2323,Preemptible fee for total VM network bandwidth up to 100 Gbps in London,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.27765,
GCP,Compute Engine,6F81-5844-456A,4D89-C38B-B55D,Preemptible fee for total VM network bandwidth up to 100 Gbps in Frankfurt,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.27765,
GCP,Compute Engine,6F81-5844-456A,4B4F-F0AC-98AB,Preemptible fee for total VM network bandwidth up to 100 Gbps in Netherlands,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.237287,
GCP,Compute Engine,6F81-5844-456A,4F0B-77A6-52A4,Preemptible fee for total VM network bandwidth up to 100 Gbps in Zurich,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.301463,
GCP,Compute Engine,6F81-5844-456A,8FF4-1213-717E,Preemptible fee for total VM network bandwidth up to 100 Gbps in Milan,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.24998,
GCP,Compute Engine,6F81-5844-456A,F631-F68A-C11A,Preemptible fee for total VM network bandwidth up to 100 Gbps in Paris,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.24998,
GCP,Compute Engine,6F81-5844-456A,F9CE-3FC5-2D0D,Preemptible fee for total VM network bandwidth up to 100 Gbps in Doha,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.261833,
GCP,Compute Engine,6F81-5844-456A,12FC-E900-4A8D,Preemptible fee for total VM network bandwidth up to 100 Gbps in Dammam,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.3448,
GCP,Compute Engine,6F81-5844-456A,9209-7806-5112,Preemptible fee for total VM network bandwidth up to 100 Gbps in Israel,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.237287,
GCP,Compute Engine,6F81-5844-456A,43C2-9BF8-C4B0,Preemptible fee for total VM network bandwidth up to 100 Gbps in Montreal,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.237287,
GCP,Compute Engine,6F81-5844-456A,A947-5AAB-D319,Preemptible fee for total VM network bandwidth up to 100 Gbps in Toronto,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.237287,
GCP,Compute Engine,6F81-5844-456A,43D1-3D0A-A86B,Preemptible fee for total VM network bandwidth up to 100 Gbps in Sao Paulo,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.342192,
GCP,Compute Engine,6F81-5844-456A,D941-43EB-15AC,Preemptible fee for total VM network bandwidth up to 100 Gbps in Santiago,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.308165,
GCP,Compute Engine,6F81-5844-456A,3C56-9A61-5245,Preemptible fee for total VM network bandwidth up to 100 Gbps in Iowa,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.2155,
GCP,Compute Engine,6F81-5844-456A,3CFA-FE1E-CA72,Preemptible fee for total VM network bandwidth up to 100 Gbps in South Carolina,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.2155,
GCP,Compute Engine,6F81-5844-456A,40B9-A820-8DF5,Preemptible fee for total VM network bandwidth up to 100 Gbps in North Virginia,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.242718,
GCP,Compute Engine,6F81-5844-456A,85F3-B0D5-8C95,Preemptible fee for total VM network bandwidth up to 100 Gbps in Columbus,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.2155,
GCP,Compute Engine,6F81-5844-456A,80D2-6C44-97F2,Preemptible fee for total VM network bandwidth up to 100 Gbps in Alabama,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.2155,
GCP,Compute Engine,6F81-5844-456A,F79C-D0B6-CD56,Preemptible fee for total VM network bandwidth up to 100 Gbps in Dallas,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.25429,
GCP,Compute Engine,6F81-5844-456A,3D1E-C136-AF32,Preemptible fee for total VM network bandwidth up to 100 Gbps in Oregon,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.2155,
GCP,Compute Engine,6F81-5844-456A,431D-5B58-39A4,Preemptible fee for total VM network bandwidth up to 100 Gbps in LA,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.259053,
GCP,Compute Engine,6F81-5844-456A,432A-0989-8029,Preemptible fee for total VM network bandwidth up to 100 Gbps in Salt Lake City,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.259053,
GCP,Compute Engine,6F81-5844-456A,40D8-13D4-2684,Preemptible fee for total VM network bandwidth up to 100 Gbps in Las Vegas,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.242718,
GCP,Compute Engine,6F81-5844-456A,57A1-6EC5-2A62,On-demand fee for total VM network bandwidth up to 50 Gbps in Johannesburg,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.587227,
GCP,Compute Engine,6F81-5844-456A,3774-2460-5BF3,On-demand fee for total VM network bandwidth up to 50 Gbps in Taiwan,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.519839,
GCP,Compute Engine,6F81-5844-456A,33A2-CD70-8193,On-demand fee for total VM network bandwidth up to 50 Gbps in Hong Kong,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.628036,
GCP,Compute Engine,6F81-5844-456A,33F8-C644-BB7C,On-demand fee for total VM network bandwidth up to 50 Gbps in Tokyo,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.576542,
GCP,Compute Engine,6F81-5844-456A,33FB-9658-A3E9,On-demand fee for total VM network bandwidth up to 50 Gbps in Osaka,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.576542,
GCP,Compute Engine,6F81-5844-456A,3509-C211-2F75,On-demand fee for total VM network bandwidth up to 50 Gbps in Seoul,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.576542,
GCP,Compute Engine,6F81-5844-456A,355D-4C52-23F7,On-demand fee for total VM network bandwidth up to 50 Gbps in Mumbai,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.539234,
GCP,Compute Engine,6F81-5844-456A,D02B-2EFF-5440,On-demand fee for total VM network bandwidth up to 50 Gbps in Delhi,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.539234,
GCP,Compute Engine,6F81-5844-456A,35CC-357E-E28F,On-demand fee for total VM network bandwidth up to 50 Gbps in Singapore,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.55387,
GCP,Compute Engine,6F81-5844-456A,32F0-43E1-0E87,On-demand fee for total VM network bandwidth up to 50 Gbps in Jakarta,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.603703,
GCP,Compute Engine,6F81-5844-456A,3799-8BF0-1319,On-demand fee for total VM network bandwidth up to 50 Gbps in Sydney,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.637285,
GCP,Compute Engine,6F81-5844-456A,D6FF-DB6A-CEF1,On-demand fee for total VM network bandwidth up to 50 Gbps in Melbourne,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.637285,
GCP,Compute Engine,6F81-5844-456A,FDC9-DC9B-7E99,On-demand fee for total VM network bandwidth up to 50 Gbps in Warsaw,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.578427,
GCP,Compute Engine,6F81-5844-456A,3859-116A-1A54,On-demand fee for total VM network bandwidth up to 50 Gbps in Finland,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.494339,
GCP,Compute Engine,6F81-5844-456A,A7B4-946B-BC9D,On-demand fee for total VM network bandwidth up to 50 Gbps in Madrid,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.529761,
GCP,Compute Engine,6F81-5844-456A,39E9-42B6-2A9A,On-demand fee for total VM network bandwidth up to 50 Gbps in Belgium,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.494339,
GCP,Compute Engine,6F81-5844-456A,3778-9F70-D31B,On-demand fee for total VM network bandwidth up to 50 Gbps in Berlin,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.691383,
GCP,Compute Engine,6F81-5844-456A,D333-3944-1185,On-demand fee for total VM network bandwidth up to 50 Gbps in Turin,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.579145,
GCP,Compute Engine,6F81-5844-456A,3AE3-CD38-53E1,On-demand fee for total VM network bandwidth up to 50 Gbps in London,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.578427,
GCP,Compute Engine,6F81-5844-456A,3AEE-AF87-9C47,On-demand fee for total VM network bandwidth up to 50 Gbps in Frankfurt,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.578427,
GCP,Compute Engine,6F81-5844-456A,3A5C-0B37-4568,On-demand fee for total VM network bandwidth up to 50 Gbps in Netherlands,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.494339,
GCP,Compute Engine,6F81-5844-456A,3B77-9AA1-14E4,On-demand fee for total VM network bandwidth up to 50 Gbps in Zurich,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.628036,
GCP,Compute Engine,6F81-5844-456A,78D1-1F07-C230,On-demand fee for total VM network bandwidth up to 50 Gbps in Milan,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.520782,
GCP,Compute Engine,6F81-5844-456A,E232-8C2B-C34F,On-demand fee for total VM network bandwidth up to 50 Gbps in Paris,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.520782,
GCP,Compute Engine,6F81-5844-456A,8339-67EB-186F,On-demand fee for total VM network bandwidth up to 50 Gbps in Doha,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.545474,
GCP,Compute Engine,6F81-5844-456A,9909-93D0-9809,On-demand fee for total VM network bandwidth up to 50 Gbps in Dammam,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.71832,
GCP,Compute Engine,6F81-5844-456A,F131-5CD3-EC4D,On-demand fee for total VM network bandwidth up to 50 Gbps in Israel,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.494339,
GCP,Compute Engine,6F81-5844-456A,317C-A828-C3DC,On-demand fee for total VM network bandwidth up to 50 Gbps in Montreal,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.494339,
GCP,Compute Engine,6F81-5844-456A,C242-9422-F3B0,On-demand fee for total VM network bandwidth up to 50 Gbps in Toronto,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.494339,
GCP,Compute Engine,6F81-5844-456A,31A3-FCBF-8A48,On-demand fee for total VM network bandwidth up to 50 Gbps in Sao Paulo,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.712888,
GCP,Compute Engine,6F81-5844-456A,735C-4C8E-B41C,On-demand fee for total VM network bandwidth up to 50 Gbps in Santiago,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.641998,
GCP,Compute Engine,6F81-5844-456A,2A90-489D-6213,On-demand fee for total VM network bandwidth up to 50 Gbps in Iowa,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.44895,
GCP,Compute Engine,6F81-5844-456A,2AE4-F045-3343,On-demand fee for total VM network bandwidth up to 50 Gbps in South Carolina,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.44895,
GCP,Compute Engine,6F81-5844-456A,2E7E-AF89-B0EB,On-demand fee for total VM network bandwidth up to 50 Gbps in North Virginia,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.505652,
GCP,Compute Engine,6F81-5844-456A,8196-4F9E-ED00,On-demand fee for total VM network bandwidth up to 50 Gbps in Columbus,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.44895,
GCP,Compute Engine,6F81-5844-456A,7490-BCD7-88E6,On-demand fee for total VM network bandwidth up to 50 Gbps in Alabama,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.44895,
GCP,Compute Engine,6F81-5844-456A,CB07-5CD3-8A69,On-demand fee for total VM network bandwidth up to 50 Gbps in Dallas,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.529761,
GCP,Compute Engine,6F81-5844-456A,2B35-ED6F-C1E6,On-demand fee for total VM network bandwidth up to 50 Gbps in Oregon,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.44895,
GCP,Compute Engine,6F81-5844-456A,313B-1A80-3C02,On-demand fee for total VM network bandwidth up to 50 Gbps in LA,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.539683,
GCP,Compute Engine,6F81-5844-456A,3143-706D-D1E3,On-demand fee for total VM network bandwidth up to 50 Gbps in Salt Lake City,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.539683,
GCP,Compute Engine,6F81-5844-456A,3102-7863-890C,On-demand fee for total VM network bandwidth up to 50 Gbps in Las Vegas,GCP > Compute > GCE > VMs On Demand > Advanced Networking,hour,1,0,0.505652,
GCP,Compute Engine,6F81-5844-456A,6144-DFB6-A894,Preemptible fee for total VM network bandwidth up to 50 Gbps in Johannesburg,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.140937,
GCP,Compute Engine,6F81-5844-456A,707C-5076-9B82,Preemptible fee for total VM network bandwidth up to 50 Gbps in Taiwan,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.124764,
GCP,Compute Engine,6F81-5844-456A,6D10-E34D-EF2D,Preemptible fee for total VM network bandwidth up to 50 Gbps in Hong Kong,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.150731,
GCP,Compute Engine,6F81-5844-456A,6F6A-2D1B-63D8,Preemptible fee for total VM network bandwidth up to 50 Gbps in Tokyo,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.138373,
GCP,Compute Engine,6F81-5844-456A,6FB7-45FD-4C97,Preemptible fee for total VM network bandwidth up to 50 Gbps in Osaka,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.138373,
GCP,Compute Engine,6F81-5844-456A,6FD4-1822-A42F,Preemptible fee for total VM network bandwidth up to 50 Gbps in Seoul,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.138373,
GCP,Compute Engine,6F81-5844-456A,6FF2-0D98-F080,Preemptible fee for total VM network bandwidth up to 50 Gbps in Mumbai,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.129419,
GCP,Compute Engine,6F81-5844-456A,834E-A11B-2A28,Preemptible fee for total VM network bandwidth up to 50 Gbps in Delhi,GCP > Compute > GCE > VMs Preemptible > Advanced Networking,hour,1,0,0.129419,
